GOOG-RM;M;20200801;000000;118498.0000000;127339.0000000;118498.0000000;121595.0000000;654
GOOG-RM;M;20200901;000000;120647.0000000;130970.0000000;106000.0000000;114800.0000000;2839
GOOG-RM;M;20201001;000000;114137.0000000;133296.0000000;112768.0000000;128906.0000000;1802
GOOG-RM;M;20201101;000000;129690.0000000;139892.0000000;129690.0000000;134601.0000000;1064
GOOG-RM;M;20201201;000000;135384.0000000;138203.0000000;126602.0000000;129001.0000000;1921
GOOG-RM;M;20210101;000000;130050.0000000;146470.0000000;125250.0000000;138421.0000000;2316
